StateCode,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ND,ROPRB,11880,15420,14054,15915,20014,26438,20421,29255,26339,31071,29922,34285,32507,25135,28922,35262,34411,21338,31963,28886,28555,25717,29312,27448,27687,25825,27302,23192,22155,22583,19820,20458,19802,16531,21589,28089,35164,36337,25846,29255,24427,17531,19118,21109,21319,19001,21676,21678,31616,46462,62802,79690,77093,74015
ND,TEPRB,197457,214048,228115,234514,248232,260710,283817,282336,282879,267375,276052,281767,279099,270552,280165,294273,341524,347508,395151,432307,538818,582403,606712,660892,710775,767776,700556,675146,717477,690983,689480,686679,695583,690824,679015,658491,678795,700136,692380,696137,690675,671200,672993,667147,667906,690673,726527,764298,873172,1016810,1253749,1518391,2138596,2632015
ND,TETCB,159507,154871,164970,170760,172105,169488,180871,185112,191978,192573,191127,195315,203760,202209,204373,206529,210453,210377,230052,238066,222444,236221,234781,230570,259596,300479,304004,303038,306625,319177,312502,322407,328660,331719,341497,349672,352608,358990,347126,374704,380851,406684,400221,399600,403229,408288,414604,437473,443958,434275,474751,523850,550307,588579
NE,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1579,1738,1755,1793,1891,1928,3393,7573,11539,27842,28756,38727,41288,43923,46154,50496,50537,54494,72936,76425,84490,116241,162967,161840,242733,270541,248438,247733
NE,NGMPB,17799,18365,17358,15225,13013,12505,11894,9861,9483,8153,6989,4616,4493,4697,3351,3087,2946,3172,3152,3441,2744,2756,2480,2290,2476,2105,1523,1381,999,918,780,794,1157,2061,2868,2195,1889,1666,1700,1394,1225,1229,1196,1464,1489,1183,1214,1583,3116,2943,2240,1981,1353,1069
NE,NUETB,0,0,0,886,1082,-64,0,0,0,0,0,0,0,6536,44596,65153,64335,80249,84522,94196,63082,66048,96917,66321,62676,43911,81009,89684,72391,85480,79485,84372,91605,71481,66321,78650,99325,97267,86643,105452,89988,91127,105696,83344,106796,91856,93943,115815,99075,98682,115540,72549,60795,71736
NE,PAPRB,138185,141340,144385,126707,110855,99853,80330,77563,76461,70215,66416,58360,50489,41992,38344,35496,35856,34614,34000,35194,36192,38692,39858,37004,37422,40269,41168,35328,34672,36134,34156,33826,31749,28234,24453,21999,20538,19355,18409,15445,17151,16948,16136,15967,14535,13966,13415,13543,13885,12986,13520,14744,17545,16286
NE,REPRB,13425,12832,12973,13199,12801,13563,13955,13879,14714,14532,15950,15845,16822,16912,16161,15399,16378,16136,16096,16832,19778,17814,19000,20038,21233,23754,25882,23743,21759,20344,18296,17612,19619,22322,29350,46923,53332,62388,64577,67773,67459,70153,70413,73958,91629,94836,103066,129782,176754,178652,268521,301516,277456,281418
NE,ROPRB,13425,12832,12973,13199,12801,13563,13955,13879,14714,14532,15950,15845,16822,16912,16161,15399,16378,16136,16096,16832,19778,17814,19000,20038,21233,22471,24303,22005,20004,18551,16405,15684,16226,14749,17810,19081,24577,23661,23290,23850,21305,19657,19876,19464,18693,18410,18577,13542,13786,16812,25788,30976,29018,33685
NE,TEPRB,169409,172537,174716,156016,137751,125858,106179,101303,100658,92900,89355,78821,71805,70136,102452,119135,119514,134171,137769,149663,121796,125310,158255,125653,123807,110040,149583,150136,129821,142876,132716,136603,144130,124099,122992,149767,175084,180676,171329,190064,175822,179456,193441,174733,214449,201841,211639,260723,292830,293264,399821,390789,357149,370510
NE,TETCB,307992,315065,327525,335133,347201,348715,389315,385236,422770,455958,487529,496224,509601,522227,518672,525840,555097,557160,556884,545407,507347,477866,492374,503131,506596,500077,482670,495899,535322,534125,525503,534910,523596,551629,575217,603469,634747,647904,664426,654573,656339,653901,665147,673861,686341,693924,710340,757527,795918,777522,858643,861430,850577,871805
NH,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43182,71164,82393,95028,64842,88042,103399,83736,87988,90667,82617,90778,97054,96677,106132,98682,98067,112902,97729,92214,114032,87508,85814,114173
NH,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,REPRB,25629,23327,25119,24450,23707,22019,24343,24089,25155,27816,25321,24733,26131,30671,28694,25853,31050,31271,31004,33548,32382,36067,33759,38209,35004,33807,38742,34985,36549,40567,46824,40894,42211,42448,40357,39481,47634,42283,40587,38908,38622,30188,28898,29851,34927,41295,33113,34817,39901,45392,42797,44423,44127,52055
NH,ROPRB,25629,23327,25119,24450,23707,22019,24343,24089,25155,27816,25321,24733,26131,30671,28694,25853,31050,31271,31004,33548,32382,36067,33759,38209,35004,33807,38742,34985,36549,40567,46824,40894,42211,42448,40357,39481,47634,42283,40587,38908,38622,30188,28898,29851,34927,41295,33113,34817,39901,45392,42797,44423,44127,52055
NH,TEPRB,25629,23327,25119,24450,23707,22019,24343,24089,25155,27816,25321,24733,26131,30671,28694,25853,31050,31271,31004,33548,32382,36067,33759,38209,35004,33807,38742,34985,36549,40567,90006,112058,124604,137476,105198,127523,151034,126019,128575,129575,121239,120966,125952,126529,141059,139977,131180,147719,137631,137606,156829,131931,129941,166229
NH,TETCB,112173,119951,128249,133718,133120,131286,144804,149533,159472,176230,186621,201083,212341,216659,206547,201947,227055,230473,233332,210827,208312,200350,201406,204591,224324,233540,252352,273314,273583,272820,267455,252219,261566,261536,264656,267431,279771,279317,282225,292147,309595,306400,316249,325341,331884,325077,306361,309326,301826,296662,292828,291787,282669,302752
NJ,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,NUETB,0,0,0,0,0,0,0,0,0,1182,37917,41455,47008,39087,41000,34645,42587,74941,89372,71918,83192,128776,155455,69006,60825,188752,156254,237006,253285,243746,251538,260072,226122,261888,231296,176576,115826,145951,284643,302746,298041,318190,322299,309629,282407,327604,339846,335757,336500,359036,342526,351658,346962,348784
NJ,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,REPRB,20514,20749,21199,23397,23947,23693,23570,23695,24678,25354,25906,26621,29554,30289,33097,30950,35091,38510,41662,43101,48383,54409,49211,60308,48816,49683,41534,38592,41856,34853,26111,35957,38584,36967,41416,43197,41203,39258,38787,39818,40236,28955,28603,26630,27014,19622,21786,20582,23481,34278,34628,39987,47530,55192
NJ,ROPRB,20514,20749,21199,23397,23947,23693,23570,23695,24678,25354,25906,26621,29554,30289,33097,30950,35091,38510,41662,43101,48383,54409,49211,60308,48816,49683,41534,38592,41856,34853,26111,35957,38584,36967,41416,43197,41203,39258,38787,39818,40236,28955,28603,26630,27014,19622,21786,20582,23481,34278,34628,39987,47530,55192
NJ,TEPRB,20514,20749,21199,23397,23947,23693,23570,23695,24678,26536,63823,68077,76562,69377,74097,65594,77679,113451,131035,115019,131576,183186,204666,129314,109641,238434,197788,275599,295141,278598,277649,296030,264706,298855,272712,219773,157028,185210,323430,342564,338277,347145,350903,336260,309421,347225,361631,356339,359981,393314,377153,391645,394492,403976
NJ,TETCB,1302822,1362662,1461863,1502327,1539593,1570997,1669150,1768510,1841318,1896602,1978433,1971332,2080623,2122727,1982264,1884455,2071267,2006411,2021250,2033349,2042912,2026699,2065603,2088210,2185909,2138124,2201435,2276645,2294556,2355210,2245821,2274916,2357575,2366956,2482040,2477546,2480211,2500783,2450816,2562765,2473581,2449234,2481255,2509526,2554611,2653114,2534149,2668071,2596913,2381604,2406946,2424215,2254039,2314512
NM,CLPRB,5518,7707,12664,36384,55539,60085,51536,64780,64144,83636,137698,152924,154290,164714,168496,157541,175430,200268,232636,292444,345071,355602,375420,381364,397917,420410,404083,359625,407855,444915,454214,400542,457758,535318,533893,507955,452294,505578,534746,547678,513357,554846,543314,490629,510869,536980,485090,455522,475817,466100,381448,405952,409050,400228
NM,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,737,1385,1654,1773,1874,2048,2055,1936,1622,1896,1687,1835,1727,1625,653,1131,1306,1187,1398,1504,2010,2313,2061,2790,3950,4197,3062,3776,4314,4213,3310,3469
NM,NGMPB,927136,916383,933732,938101,1019732,1087603,1158242,1238818,1351004,1320774,1321757,1361162,1414840,1397972,1418349,1390466,1405146,1388741,1359415,1377769,1329290,1306555,1143884,1027892,1104684,1063632,839140,987050,948646,995155,1125997,1193312,1438882,1596974,1701891,1794561,1764091,1749236,1633893,1646088,1815971,1822755,1773084,1809566,1837593,1837239,1789427,1699318,1616879,1557687,1461316,1405192,1373808,1363086
NM,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,PAPRB,622804,652807,634102,637658,660405,691163,720093,731635,745590,749517,743467,686790,641045,585719,572431,551365,534354,505893,483517,461964,436879,415094,411939,435980,460149,455474,439130,419502,413163,398541,390050,408419,405838,396848,381907,374146,373978,405037,419502,373381,389748,394406,391860,386216,374199,353591,344833,343244,348829,354629,379187,413459,494264,587963
NM,REPRB,7373,6937,6791,6469,6300,6075,6210,5678,5706,5682,5548,4965,4746,4896,4919,6002,6781,7328,7989,9922,6223,7850,8425,9739,10332,10998,11713,8882,8485,9285,8347,9150,9267,9680,8615,9088,7605,9044,8487,8988,9227,8054,8719,9584,12357,24093,29400,32772,35394,31057,33157,36319,38126,40186
NM,ROPRB,7373,6937,6791,6469,6300,6075,6210,5678,5706,5682,5548,4965,4746,4896,4919,6002,6781,7328,7989,9922,6223,7629,7688,8354,8678,9226,9839,6834,6430,7348,6725,7254,7579,7844,6888,7464,6952,7913,7181,7800,7829,6550,6708,7271,10295,21303,25450,28575,32332,27281,28843,32107,34815,36717
NM,TEPRB,1562831,1583834,1587290,1618611,1741976,1844925,1936081,2040912,2166443,2159609,2208470,2205841,2214920,2153300,2164195,2105374,2121712,2102230,2083557,2142099,2117463,2085102,1939668,1854975,1973081,1950514,1694065,1775059,1778149,1847896,1978607,2011423,2311744,2538819,2626307,2685751,2597968,2668895,2596628,2576134,2728303,2780060,2716976,2695995,2735017,2751903,2648750,2530856,2476919,2409473,2255108,2260922,2315248,2391464
NM,TETCB,328883,340487,376499,370877,366313,353676,376423,407788,436394,429258,458841,469664,501933,477992,476708,459629,509098,473564,475439,480913,480958,472970,465385,472883,475291,466487,454928,485525,510395,535236,596449,589251,586608,602046,589680,581071,602872,642009,633604,637014,660431,659142,656666,657893,681667,680348,687192,716377,690599,658524,665466,683219,681687,688535
NV,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,30,22,16,14,11,10,9,8,7,7,6,6,5,5,5,5,4,4,4,3,4,3
NV,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,PAPRB,157,893,818,684,1479,1212,1781,1618,1572,1293,864,655,580,557,748,667,829,3834,6705,7163,5104,4060,3555,4698,11061,17626,16861,18050,18734,18653,23264,19795,21582,10904,9848,7784,6136,5684,4634,4095,3602,3318,3207,2859,2685,2593,2471,2366,2529,2540,2471,2366,2134,1937
NV,REPRB,22110,19545,21733,19804,17842,17544,19632,18985,19142,18771,18322,18651,17274,18356,17762,18827,17457,18381,18980,19804,27403,21794,18709,47192,63057,49982,52098,28499,23919,30234,29665,38959,36825,40584,39088,40324,43109,48281,53119,48991,44752,43436,39454,33620,34375,34550,38433,37886,38330,47295,49416,51481,58122,68256
NV,ROPRB,22110,19545,21733,19804,17842,17544,19632,18985,19142,18771,18322,18651,17274,18356,17762,18827,17457,18381,18980,19804,27403,21794,18709,47192,63057,49982,52098,28499,23919,30234,29665,38959,36825,40584,39088,40324,43109,48281,53119,48991,44752,43436,39454,33620,34375,34550,38433,37886,38330,47295,49416,51481,58122,68256
NV,TEPRB,22267,20439,22551,20488,19321,18756,21412,20603,20714,20064,19186,19307,17854,18913,18511,19494,18287,22215,25685,26967,32507,25854,22265,51890,74118,67608,68958,46549,42653,48887,52929,58809,58437,51509,48953,48122,49257,53974,57762,53094,48361,46760,42668,36485,37066,37148,40909,40257,40863,49839,51891,53851,60261,70197
NV,TETCB,91161,104971,113119,123387,133765,130208,144961,150717,163400,177000,190127,201666,217660,233464,233775,238103,250245,256720,282206,296528,291350,286246,290209,300707,300584,302715,303340,330605,353338,389075,403074,415737,429541,453681,491491,506014,550894,555270,574369,594707,615085,622377,615072,639759,673876,698577,739989,733563,698199,650226,642360,628107,634747,657117
NY,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,11978,6865,15387,23031,21716,22760
NY,NGMPB,5095,5863,4352,4045,3191,3410,2756,3918,4729,4963,3429,2248,3756,4675,5105,7742,9364,10800,14065,15740,16034,16395,16242,18318,25880,32476,30833,26446,24135,21026,25774,23415,24190,21797,21038,18915,18603,16609,17167,16557,18254,28593,37663,37113,47247,56559,57156,56206,51377,45791,36601,31902,27243,24232
NY,NUETB,0,0,706,7017,4555,8585,9274,13321,12131,14042,46908,70670,69775,78793,103490,144387,172988,221730,237431,201340,210259,192412,159870,178577,229730,255910,233632,239397,256306,241794,249982,298252,252926,282445,305527,276714,369977,310304,328512,386844,328597,421845,413686,423959,423797,442937,440606,445288,451622,454806,437620,446761,427277,467651
NY,PAPRB,10515,9616,9216,9738,10869,9466,10063,11438,8886,7285,6925,6531,5904,5609,5197,5075,4971,4779,4942,4959,4779,4878,4837,4820,4872,6212,4947,4118,3283,2888,2407,2477,2343,1943,1734,1763,1792,1601,1259,1195,1218,963,951,829,986,1154,1844,2216,2250,1949,2192,2146,2047,1815
NY,REPRB,189314,250832,277979,260059,247409,262743,288582,301664,320307,339647,325491,326609,347985,364685,362988,354900,368500,342161,354864,368358,404671,413896,397442,435889,409565,415540,429134,400041,365628,379015,390944,379045,395101,421291,409229,391259,439284,491152,458805,419138,429200,350741,363954,357368,358884,365597,378773,363957,399466,370414,360301,398455,361203,379641
NY,ROPRB,189314,250832,277979,260059,247409,262743,288582,301664,320307,339647,325491,326609,347985,364685,362988,354900,368500,342161,354864,368358,404671,413896,397442,435889,409565,415540,429134,400041,365628,379015,390944,379045,395101,421291,409229,391259,439284,491152,458805,419138,429200,350741,363954,357368,358884,365597,378773,363374,387489,363548,344914,375425,339487,356882
NY,TEPRB,204924,266311,292252,280859,266024,284204,310674,330339,346053,365937,382753,406058,427421,453762,476780,512104,555822,579470,611301,590397,635743,627581,578391,637603,670047,710139,698546,670002,649352,644724,669107,703189,674560,727476,737528,688651,829656,819665,805743,823734,777268,802142,816254,819268,830915,866248,878379,867667,904716,872959,836715,879264,817770,873340
NY,TETCB,2989143,3093946,3238653,3306071,3382264,3664836,3867361,3955854,4052487,4200710,4303521,4251358,4269956,4419198,4128189,3925391,4225157,4195426,4196106,3973044,3863538,3673950,3529860,3354065,3404110,3508631,3554742,3658573,3748885,3771145,3735466,3672238,3755522,3782056,3717890,3765174,3915772,3986710,3912527,4032042,4111158,3994544,4003610,4136935,4236046,4128969,3830573,3957675,3876225,3688782,3711451,3601012,3495704,3625337
OH,CLPRB,796648,756037,800589,863111,875311,924108,1016801,1079511,1133681,1202162,1298561,1206596,1195710,1031681,996981,1019414,1026692,1057730,917578,973964,881261,849991,842998,790471,915355,831074,855432,840104,798665,787935,826283,720901,720512,686182,711787,620991,675076,689466,659398,531258,528236,598946,507902,539441,568593,606427,557935,555706,638424,670150,644947,679187,642149,612270
OH,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,5421,6472,6939,7334,8018,8042,7579,6348,7422,6605,7184,8434,3970,0,0,0,0,0,0,0,0,0,230,395,245,46084,36112,54383,62071,59652,65527
OH,NGMPB,36904,37261,37592,37664,38167,36505,44125,42265,43654,50938,53312,81741,92065,95950,94448,86914,91113,101711,116722,126504,141078,144415,142442,156490,193446,190375,190556,174173,173438,166522,160912,154238,150158,142674,137227,131305,123929,121612,119813,113689,109669,104441,107187,97113,94633,87158,89688,91367,88252,92466,80778,81303,87416,196336
OH,NUETB,0,0,0,0,207,255,17,0,0,0,0,0,0,0,0,0,0,5039,26533,34412,23115,48607,35722,53479,46759,20638,254,78448,89635,133993,112845,155507,155028,105152,114473,176182,146195,160882,172847,171610,175013,161488,113451,88327,166328,154481,175798,165349,183055,159040,165192,155806,179055,168451
OH,PAPRB,31349,32706,33843,35026,91982,74866,63214,57559,64983,63638,57211,48059,54276,51017,52710,55552,57965,60082,64693,69327,74982,78596,84512,86832,88572,86930,77964,70487,67924,59247,58046,53105,53343,48036,50796,47896,48169,49839,37938,34626,38135,35096,32660,32816,33541,32816,31546,29899,29655,28287,27585,28147,29702,67344
OH,REPRB,36966,36414,36983,38172,38010,38720,41531,39669,43465,44467,44149,43520,44940,46607,48408,46299,52843,58582,69632,74657,107374,112930,115117,131120,128095,130618,117706,122283,127664,106704,74714,80206,76310,53767,79947,72219,78956,74189,67212,74352,79334,51106,38162,47979,51281,54514,55393,56586,106589,94958,113863,124735,129815,145813
OH,ROPRB,36966,36414,36983,38172,38010,38720,41531,39669,43465,44467,44149,43520,44940,46607,48408,46299,52843,58582,69632,74657,107374,112930,112231,125700,121623,123679,110372,114265,119622,99125,68365,72784,69705,46583,71513,68249,78956,74189,67212,74352,79334,51106,38162,47979,51281,54284,54998,56341,60505,58846,59480,62664,70163,80286
OH,TEPRB,901866,862418,909007,973973,1043677,1074454,1165689,1219004,1285783,1361204,1453233,1379916,1386992,1225255,1192547,1208179,1228613,1283144,1195158,1278865,1227811,1234539,1220791,1218392,1372227,1259635,1241913,1285494,1257327,1254401,1232800,1163957,1155351,1035810,1094230,1048593,1072325,1095988,1057207,925535,930387,951077,799363,805676,914377,935397,910361,898907,1045976,1044900,1032364,1069178,1068137,1190214
OH,TETCB,2995302,2899387,3037198,3114950,3216173,3369966,3540777,3544106,3710254,3856358,3932974,3871855,4126091,4218779,4198540,3980319,4209348,4198966,4276502,4266346,3955203,3852476,3512270,3449332,3649529,3625326,3592805,3709240,3844811,3954437,3770731,3767682,3806046,3858763,3973740,4042780,4131166,4113137,4013255,4170473,4204467,3950995,3895911,3962197,3995714,4026607,3871036,4049329,4001808,3687629,3843034,3812665,3669899,3745414
OK,CLPRB,33923,26087,26491,25480,25986,24621,21309,20804,27528,46461,61350,56471,66330,51616,56268,68621,87876,143470,144227,118380,127957,133637,113695,88475,112485,81736,77035,72537,53994,43169,42166,47806,43468,42011,50755,48455,44444,40639,42071,42170,40688,42810,33899,37411,41850,39664,43052,34845,29851,18277,17580,19094,22004,25054
OK,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,NGMPB,902032,976919,1160791,1350294,1448246,1445625,1478707,1546258,1522108,1667471,1745419,1838794,1966628,1920044,1799918,1731205,1840068,1910601,1915968,2006423,2079923,2238932,2184710,2005375,2256970,2214808,2196551,2313377,2427370,2463320,2486955,2373348,2242262,2272916,2156199,2005576,1937064,1877000,1836249,1775093,1785952,1806899,1761216,1728004,1844088,1830154,1886483,1985015,2103326,2131572,2076086,2163366,2303705,2446105
OK,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,PAPRB,1118895,1119870,1175846,1171380,1174639,1179958,1304066,1338344,1297013,1303428,1296729,1237215,1204271,1108983,1031153,946113,936271,907016,872645,833124,870812,893525,920002,919903,976633,943886,864809,779392,747469,681459,651183,626945,590481,560425,527643,507442,495198,483511,449952,409225,405861,397480,385242,376513,371067,355320,372569,370916,390671,386495,399672,443311,539330,658938
OK,REPRB,17766,20187,16660,10640,11373,16230,13064,14604,23406,26940,21730,21321,26724,50756,48830,42644,29303,32743,37416,46806,24855,23520,36159,39240,39702,57000,45180,45998,37117,50346,49916,41218,53295,67959,50127,53293,51675,55186,60595,55321,47393,48394,40919,41958,62062,61332,50329,74310,73677,79404,91385,96040,117149,157789
OK,ROPRB,17766,20187,16660,10640,11373,16230,13064,14604,23406,26940,21730,21321,26724,50756,48830,42644,29303,32743,37416,46806,24855,23520,36159,39240,39702,57000,45180,45998,37117,50346,49916,41218,53295,67959,50127,53293,51675,55186,60595,55321,47393,48394,40919,41958,62062,61332,50329,74310,73677,79404,91385,96040,117149,157789
OK,TEPRB,2072617,2143063,2379788,2557794,2660244,2666433,2817147,2920010,2870055,3044300,3125228,3153802,3263953,3131399,2936169,2788583,2893518,2993830,2970256,3004732,3103547,3289613,3254565,3052993,3385790,3297430,3183575,3211304,3265950,3238294,3230221,3089317,2929505,2943311,2784725,2614765,2528382,2456336,2388867,2281808,2279894,2295583,2221276,2183885,2319067,2286470,2352433,2465085,2597524,2615747,2584723,2721812,2982188,3287886
OK,TETCB,581454,583284,692629,769321,803333,774957,745521,763582,843635,886584,939390,965829,1019377,1024365,1064255,1070307,1162981,1225142,1266942,1322984,1214699,1249477,1318677,1317529,1323164,1298478,1203627,1257209,1291642,1325432,1382847,1316161,1330524,1390027,1394873,1369243,1429208,1434800,1437195,1418586,1474599,1495430,1447393,1476516,1465576,1516859,1556901,1571993,1582717,1493304,1579756,1587962,1560120,1622806
OR,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,10344,7964,5752,5617,5429,5690
OR,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,3,2890,4202,4701,3906,4092,2588,2880,2820,2670,4151,3350,2000,1496,1227,1113,1357,1247,1139,856,740,473,468,641,422,796,841,1428,1372,787,782
OR,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23227,69916,17104,48900,58844,70856,53062,40186,51348,73406,74912,45399,67204,56080,64273,15363,47880,-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,REPRB,190489,188915,197646,199225,215793,230410,232649,243110,271743,350230,371350,419311,435930,351043,432867,417387,434370,327769,408647,387287,401129,428803,561110,574196,590527,529624,532746,477093,470568,481681,487414,484643,374220,414160,368004,467175,517465,530611,454369,509857,436696,349989,400684,384540,384699,364159,433138,397088,414728,416010,392308,512279,495514,458056
OR,ROPRB,190489,188915,197646,199225,215793,230410,232649,243110,271743,350230,371350,419311,435930,351043,432867,417387,434370,327769,408647,387287,401129,428803,561110,574196,590527,529624,532746,477093,470568,481681,487414,484643,374220,414160,368004,467175,517465,530611,454369,509857,436696,349989,400684,384540,384699,364159,433138,395047,404384,408046,386556,506662,490085,452366
OR,TEPRB,190489,188915,197646,199225,215793,230410,232649,243110,271743,350230,371350,419311,435930,351043,432867,417411,457596,397686,425750,436189,459978,499664,614175,614386,644766,607232,612360,526399,541864,540349,554567,502826,424769,418087,371354,469175,518962,531838,455482,511214,437943,351128,401540,385279,385172,364627,433779,397510,415524,416851,393736,513652,496300,458838
OR,TETCB,470788,485255,509522,527336,578517,591841,630449,646404,691621,733068,752937,796894,837453,854981,837621,867668,885944,885127,951181,977195,945091,939079,906001,868066,936568,913961,895547,940534,991107,999603,978200,1009715,1002013,1020207,1033828,1041412,1085620,1096783,1108094,1133367,1117269,1028104,1023739,1001871,999951,1036432,1072098,1062696,1047682,1017699,979822,1006863,978525,996670
PA,CLPRB,2169831,2060353,2112248,2308097,2413787,2453589,2432385,2361801,2257714,2303517,2357967,2127367,2164590,2096942,2150183,2246057,2321250,2270585,2172466,2390769,2370499,2138782,2029338,1785151,1983208,1832983,1842452,1807237,1825287,1822907,1831440,1701624,1812815,1553125,1621471,1602243,1766791,1982914,2133532,1994709,1946487,1929615,1734216,1599175,1600275,1607811,1583197,1557006,1591997,1439895,1485775,1511491,1390644,1379262
PA,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,15447,14565,15266
